WKT,название,описание
"POLYGON ((71.4078614 51.1879695, 71.4088484 51.1854746, 71.4155432 51.1862211, 71.4148888 51.1886823, 71.4119384 51.1896304, 71.4078614 51.1879695))",Многоугольник 2,
